"Sentiment","text"
"negative","Dear Shakespeare, i think i have a headache because i've spent this morning reading hamlet. AGAIN. grrrr "
"negative","done with every class...except french   tuesday = summer! woohoooo"
"negative","Ok,got up, need to take shower, get a coffee and go to Uni for examination.AAAAAAAAAA... "
"negative","why does it gotta be so wackk outside?!  -- need some cheering up."
"negative","I don't like being taught a lesson "
"negative","OMG. Just finished watching Prison Break. Where's Gretchen? She better be alive! "
"negative","Dodgers loose 5-4 against the A's  (43-23 Record)!!!!!"
"negative","Really really really need a new phone can now upgrade anyone recommend anything? Can't get iphone cos o2 not good reception "
"negative","Doing Chemistry and English Assignment. Block Exam next week. I am NOT looking forward to it... "
"negative","@makebelievetree I know! They had to come the same day as fotc  damn them."
"negative","i have no school yet im up to go to work for an hour. FML. more shots later today "
"negative","Hangovers are no fun "
"negative","I want marshall back. "
"negative","@SoCcErDaWg014 imactually coming back on friday loli thought  was today but i guess not   ill be home soon though dont worry!! "
"negative","@ishthefish and we have to wait till November.....  way too long!"
"negative","Can't give blood for a year since I went to Thailand!!  oh well the trip was worth it!!"
"negative","@haaswrites Guess that won't work #fail  "
"negative","@SiahWalker  i kno how u feel. lets just trust each other. u &amp; me. i hate flakey ppl too. they hav problems. ha"
"negative","is chillen at home .. because i didnt go to wonderland...  so boreddd!"
"negative","@Buffyxx Yeah, and I felt a definate crack. I can also smell blood - urk. Danny said he thinks it might be. "
"negative","@jankuzniak Awww, that's too bad  Maybe this will show you where to go in this situation - http://yfrog.com/66wowscrnshot050909013450j."
"negative","1 thing I hate about touchscreen phones - screens are fingerprint &amp; facial grease magnets - I hate dirty screens!! "
"negative","@its_me_betty yes Michigan is two hours ahead of New Mexico "
"negative","@cakey Hello love. I have been looking for you. Are you ok? Yesterday must've been a long day  x"
"negative","This rain is killing my sinuses "
"negative","Lorenzo hates me.  weep weep. all I did was love music. weep weep."
"negative","I miss my baby boo "
"negative","@NadiaMacias: what is wrong friend! "
"negative","@sarahjpin yeah, apparently they thought he was taking the piss, when all he ever wanted was to be *noticed*... "
"negative","scared for my life "
"negative","@lilkimberley I know your pain hun  I put sunscreen everywhere EXCEPT my shoulders, I dunno how I forgot &gt;_&lt; blisters are HUGE! ouchie &gt;_&lt;"
"negative","Maybe I can get my hair corrected tomorrow before D&amp;D... remind me to never again try and do something myself huh? "
"negative","Ok so any ideas of what to do tomorrow to make it fun? Cause i dont know what to do "
"negative","Sid isnt at the NHL awards  Thats the WHOLE reason I was gonna watch it!! "
"negative","Yes i arrived home, felling Bad.   I want you girl, im very sorried, im soo fuzzy!"
"negative","Busy day today, celebrating my oldest daughter's 11th Birthday!! I can't believe it - I feel old "
"negative","@flw0713 You stupid asswipes take this shit way to serious.Get a life for the love of fuck.waa forlorn U,&quot;peaple are so mean!so sad. "
"negative","got rejected by TWOOO buses today  they wouldn't let me on "
"negative","@baileyyboox no  i feel like crap because we always fought and now your leaving i know you'll be down the street but it won't be the same"
"negative","is heading to bed shortly "
"negative","@berryfudge I can't sleep. I cough to much when I'm sleeping "
"negative","drank too much diet coke and now can't sleep. "
"negative","isnt feelin so great with a big ole belly ache! "
"negative","going out cause i havent done homework yet  bye folks o/"
"negative","sunny day again must do revision really !!!!! "
"negative","Twitterific was down 4 3 days!!!!! "
"negative","@hairdryer hmm dya think that means retirement from SCD, Mind you it doesnt say that  oh no"
"negative","@OMGx3iTsNiMmy Chocolate makes me sad... My life is sad... I need Romina to cheer me up "
"negative","I wish i could have went to the movie. No lols. Just sads. "
"negative","wondering why my nephew has so much energy at 6am... it's not fair "
"negative","@jeffyglesias yes - of course i remember. unfortunately, i got word today &amp; it wasn't the good news i wanted to hear &amp; so the reason for "
"negative","@hairaddict_72  They are time consuming. I now I tried to do a pic tutorial and I was exhausted I gave up."
"negative","@farelw check his DP on here, maths on monday =| i really wanna know our gradesss sooo bad y is it gna b sooo longggg  x"
"negative","gooooin to the sox game    , will be back later....might get rained out. "
"negative","http://twitpic.com/6b4me How horrible 'lobster zone' you catch it you eat it "
"negative","Gosh . . . exam leave is boringggg! "
"negative","You're not asleep "
"negative","wants to go out "
"negative","@blondemomblog No dogs yet. Several false alarms, though  Had one alleged spotting in your neighborhood. You may have seen me cruising"
"negative","I don't know if it is cause I slept all wonky last night and woke up 3 times or what, but I am really loopy today... "
"negative","awww i hate look sad my frieeeends! First Marien&amp;theen Chioo  you'll put me sad toooo!"
"negative","@astrid35  hungry!"
"negative","Need some sunshine... What about summer?? It´s june... "
"negative","finally off to bed, my sunburn still hurts "
"negative"," my ipod broke....now i have to earn some cash to buy a new one well i'm off to work bye pples"
"negative","Trying to get the film processor fixed. We are dead in the water.... "
"negative","Back home now , work tomorrow boo hoo "
"negative","@ryanfaulkner Trico would be great but no big surprise  and i really hope they don't spend too much time on sales-age."
"negative","My flower pots are full of hail  #yyc #apocalypticweather"
"negative","@ Work... then memorial for Erika Roman R.I.P "
"negative","My favorite cat has gone missing "
"negative","I have some new items to take pix and list but been so sick with a migraine all day even with my meds not going away....  "
"negative","@waffle1317 Sorry for your loss "
"negative","Sachie: YNA DOESN'T KNOW OUR PASSWORD YET "
"negative","oh no!!! am tired of believing that i can do everything. I need a bloody challenges!!! "
"negative","@shayycotts birthdays suck i know mine did well sort of and its gonna suck this year even more "
"negative","i changed my return ticket to july 2, so i'll be back on july 3. i'll miss the gay pride  but i'll spend more relaxed time in the himalaya"
"negative","@don_iain well my team couldn't "
"negative","Ready For WOrk....Uggghhh. I Reeeeally Dont Wanna Go.  Super Tired. "
"negative",", hmm.. bad day, "
"negative","missing my cuz already  come back !!!!:'("
"negative","Ahhhhh Just Hit 29000 Miles On My Poor Man's G-35!!!    5000 miles to go till warantee is Over!!! "
"negative","i want to see his new haircut "
"negative","is wishing she was still on a beach in Cyprus - boo! "
"negative","#flylady Good Morning! ds's had me up at 7  dh working today, so it's just us 3.  french toast &amp; bacon has been consumed by all,"
"negative","@heritagesoftail I am feeling ok, I was sick this morning . I am missing all my Atlanta monkeys "
"negative","worst sleep of ma life, didnt fall asleep till like half 4  and my sims 3 didnt come so i'll have to wait till monday! grrrr."
"negative","@irisloh haha.... I agree with that completely, except for the unpronounceable drug names it's strange looking chinese characters for me "
"negative","@ChristineRegiec hahahaha i know  oh well hahaha"
"negative","@freakshowmikey @fsbigbob Snuggie Bar crawl looks amazing!!!!  I'm sorry I couldn't be there! "
"negative","i can't believe how fast the faith no more tickets for glasgow have gone, absolutely gutted "
"negative","@Emily_Morden yeah i know  arg and i was stressed enough as it was! lol. not sure what to do about the pumpkins song, really not sure."
"negative","Aww man! I've got the biggest zit on my nose! "
"negative","R.I.P. Neil Dolinsky  You will be dearly missed "
"negative","@XMAAS 72 is my highest "
"negative","@Simriel my msn is still crapping out, problems with DSL something-or-others ~_~ so i might call it a night "
"negative","The Georgia Theater is on fire!  "
"negative","I need to make a new video, but i have no idea what to doo!!  what do you think?"
"negative","Going to the gym right now.. I was too lazy the last months "
"negative","Ugh. Transformers 2 was good. Had people laughing throughout the whole movie &gt;_&gt;. Missed stuff after the credits too "
"negative","@erikvanbrakel company policy. Has been for the last two places I've worked at "
"negative","mmmm.....so bored and sad still about not going. mmm.....sad "
"negative","Horrible fucking day "
"negative","bored outside hate my shirt want a shortsleve want my cuz to come outside "
"negative","one negative about being abroad, no No Doubt concert "
"negative","My bees swarmed sometime last week  Loads of queen cells. Need to work out what to do next."
"negative","I have to take the pig out of my locker "
"negative","Ugh. Not a fan of rainy days "
"negative","Getting ready then leaving I hope it doesn't rain "
"negative","@joshthomas87 http://twitpic.com/6g5ts - oh those sad puppy faces "
"negative","@LAUREN8OH8 ahhh no no! knock knock on the wood! haha, dont speak of funerals  but i will be there if anything happens x)"
"negative","It's too hot "
"negative","Gossip girl, now lang e. u know  i was busy the whole day.. kaya bumabawi lang rin ako ng tulog.. sayang absent Kends later.. "
